
Param size = 182.449 MB
Start training !
========> pt_241:  2.648872062563896
========> pt_242:  2.273091860115528
========> pt_243:  4.279215931892395
========> pt_244:  2.442534416913986
========> pt_245:  3.1741873547434807
========> pt_246:  3.4405039995908737
========> pt_247:  2.3018915951251984
========> pt_248:  2.1911948546767235
========> pt_249:  3.783431053161621
========> pt_250:  2.221895344555378
========> pt_251:  3.7327127903699875
========> pt_252:  3.441222161054611
========> pt_253:  3.5468151047825813
========> pt_254:  3.52138452231884
========> pt_255:  3.4005581587553024
========> pt_256:  2.068636976182461
========> pt_257:  2.5597822293639183
========> pt_258:  2.1786411106586456
========> pt_259:  2.8246257826685905
========> pt_260:  3.585989326238632
========> pt_261:  3.5390235483646393
========> pt_262:  3.1832603365182877
========> pt_263:  2.6450124010443687
========> pt_264:  3.654470220208168
========> pt_265:  2.485094740986824
========> pt_266:  3.681124858558178
========> pt_267:  3.2448793202638626
========> pt_268:  3.837561495602131
========> pt_269:  2.392013296484947
========> pt_270:  5.024137124419212
========> pt_271:  3.2820581272244453
========> pt_272:  3.197692409157753
========> pt_273:  2.4351436644792557
========> pt_274:  4.1986290365457535
========> pt_275:  3.220229223370552
========> pt_276:  2.113967202603817
========> pt_277:  2.286003641784191
========> pt_278:  4.219698496162891
========> pt_279:  2.317187860608101
========> pt_280:  2.7219920605421066
========> pt_281:  2.8745586052536964
========> pt_282:  2.5378530099987984
========> pt_283:  5.853710621595383
========> pt_284:  2.597627565264702
========> pt_285:  2.529943324625492
========> pt_286:  2.8034288063645363
========> pt_287:  4.111594334244728
========> pt_288:  2.0409369096159935
========> pt_289:  3.4317700192332268
========> pt_290:  3.8029609248042107
========> pt_291:  2.1421013213694096
========> pt_292:  2.838958241045475
========> pt_293:  2.9170456528663635
========> pt_294:  2.430272474884987
========> pt_295:  3.091910146176815
========> pt_296:  1.8870951980352402
========> pt_297:  4.385146051645279
========> pt_298:  3.1084351614117622
========> pt_299:  2.323760576546192
========> pt_300:  4.141126573085785
========> pt_301:  3.116662986576557
========> pt_302:  4.968007877469063
========> pt_303:  3.057412840425968
========> pt_304:  2.559826038777828
========> pt_305:  3.243553563952446
========> pt_306:  2.185256462544203
========> pt_307:  2.5821876153349876
========> pt_308:  3.4515004232525826
========> pt_309:  2.2536756843328476
========> pt_310:  3.694066107273102
========> pt_311:  2.208961136639118
========> pt_312:  2.2916748747229576
========> pt_313:  2.2776250913739204
========> pt_314:  3.0642544105648994
========> pt_315:  2.8027062118053436
========> pt_316:  3.7474197149276733
========> pt_317:  3.8791804388165474
========> pt_318:  5.288966074585915
========> pt_319:  2.114486787468195
========> pt_320:  2.2196169942617416
========> pt_321:  3.9490003883838654
========> pt_322:  3.1092651933431625
========> pt_323:  7.673401907086372
========> pt_324:  2.5619638338685036
========> pt_325:  3.2262637093663216
========> pt_326:  2.6672793179750443
========> pt_327:  2.5960856303572655
========> pt_328:  2.4141420051455498
========> pt_329:  7.38553024828434
========> pt_330:  6.826881989836693
========> pt_331:  3.5214710980653763
========> pt_332:  2.2063782066106796
========> pt_333:  2.1567328833043575
========> pt_334:  1.8527347967028618
========> pt_335:  5.0334372371435165
========> pt_336:  3.399035520851612
========> pt_337:  2.679150104522705
========> pt_338:  2.232833355665207
========> pt_339:  2.4332624673843384
========> pt_340:  3.1626086309552193
===============================================> mean Dose score: 3.172411010786891
        ==> Saving latest model successfully !
            Average train loss is             0.036648022033,     best is           0.036560872745
            Average val evaluation index is   -3.172411010787,     best is           -3.126164164953
    Train use time   1534.53630
    Train loader use time     84.62880
    Val use time     43.98943
    Total use time   1580.09355
    End lr is 0.000016443572, 0.000016443572
    time: 03:53:44
Epoch: 136, iter: 67999
    Begin lr is 0.000016443572, 0.000016443572
========> pt_241:  2.539208233356476
========> pt_242:  2.2827210649847984
========> pt_243:  4.3993064016103745
========> pt_244:  2.5196773186326027
========> pt_245:  3.122033029794693
========> pt_246:  3.439544625580311
========> pt_247:  2.2373806685209274
========> pt_248:  2.198580391705036
========> pt_249:  3.7085135653615
========> pt_250:  2.2788846120238304
========> pt_251:  3.7130947783589363
========> pt_252:  3.4045064821839333
========> pt_253:  3.5226135328412056
========> pt_254:  3.42051699757576
========> pt_255:  3.2092586159706116
========> pt_256:  2.0952015183866024
========> pt_257:  2.506934776902199
========> pt_258:  2.2167938947677612
========> pt_259:  2.727389745414257
========> pt_260:  3.587792031466961
========> pt_261:  3.5635745525360107
========> pt_262:  3.1074755266308784
========> pt_263:  2.6437747851014137
========> pt_264:  3.668723404407501
========> pt_265:  2.5085319951176643
========> pt_266:  3.710397891700268
========> pt_267:  3.265393078327179
========> pt_268:  3.7392544746398926
========> pt_269:  2.499242052435875
========> pt_270:  4.855012968182564
========> pt_271:  3.1846551969647408
========> pt_272:  3.099590614438057
========> pt_273:  2.3763540387153625
========> pt_274:  3.9882703125476837
========> pt_275:  3.117366284132004
========> pt_276:  2.0480820164084435
========> pt_277:  2.2414572909474373
========> pt_278:  4.2152948677539825
========> pt_279:  2.259708344936371
========> pt_280:  2.6689383387565613
========> pt_281:  2.8255851566791534
========> pt_282:  2.4957623332738876
========> pt_283:  5.785852447152138
========> pt_284:  2.4936380982398987
========> pt_285:  2.487739995121956
========> pt_286:  2.817182093858719
========> pt_287:  4.109617173671722
========> pt_288:  2.0473823696374893
========> pt_289:  3.583308607339859
========> pt_290:  3.6750955879688263
========> pt_291:  2.1013519167900085
========> pt_292:  2.8715866059064865
========> pt_293:  2.8586218878626823
========> pt_294:  2.4251407757401466
========> pt_295:  3.036738969385624
========> pt_296:  1.8567192368209362
========> pt_297:  4.483337551355362
========> pt_298:  3.0904287099838257
========> pt_299:  2.3097287863492966
========> pt_300:  3.945333957672119
========> pt_301:  3.140186294913292
========> pt_302:  5.128431171178818
========> pt_303:  3.051876425743103
========> pt_304:  2.573394440114498
========> pt_305:  3.252187669277191
========> pt_306:  2.1871780790388584
========> pt_307:  2.5853825733065605
========> pt_308:  3.571784906089306
========> pt_309:  2.2527914121747017
========> pt_310:  3.709893561899662
========> pt_311:  2.2051794454455376
========> pt_312:  2.265832796692848
========> pt_313:  2.4042288213968277
========> pt_314:  3.0971119925379753
========> pt_315:  2.8285545483231544
========> pt_316:  3.8243263587355614
========> pt_317:  3.746394105255604
========> pt_318:  5.686501041054726
========> pt_319:  2.128509972244501
========> pt_320:  2.180587761104107
========> pt_321:  3.9538976550102234
========> pt_322:  3.1193932518363
========> pt_323:  7.74860180914402
========> pt_324:  2.5424490869045258
========> pt_325:  3.1315853074193
========> pt_326:  2.740746922791004
========> pt_327:  2.581634260714054
========> pt_328:  2.495034784078598
========> pt_329:  7.454136312007904
========> pt_330:  6.711547449231148
========> pt_331:  3.512248955667019
========> pt_332:  2.218910828232765
========> pt_333:  2.128890175372362
========> pt_334:  1.8047181144356728
========> pt_335:  4.960433021187782
========> pt_336:  3.4452583640813828
========> pt_337:  2.6957765594124794
========> pt_338:  2.1816524863243103
========> pt_339:  2.403937540948391
========> pt_340:  3.1848732009530067
===============================================> mean Dose score: 3.160272620432079
        ==> Saving best_train_loss model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.036344902229,     best is           0.036344902229
            Average val evaluation index is   -3.160272620432,     best is           -3.126164164953
    Train use time   1534.31373
    Train loader use time     84.50837
    Val use time     44.20901
    Total use time   1581.62743
    End lr is 0.000015132745, 0.000015132745
    time: 04:20:06
Epoch: 137, iter: 68499
    Begin lr is 0.000015132745, 0.000015132745
========> pt_241:  2.7160582318902016
========> pt_242:  2.351014204323292
========> pt_243:  4.479610621929169
========> pt_244:  2.436470203101635
========> pt_245:  3.173895552754402
========> pt_246:  3.4665995463728905
========> pt_247:  2.357548587024212
========> pt_248:  2.124341819435358
========> pt_249:  3.7511946260929108
========> pt_250:  2.218586951494217
========> pt_251:  3.6947232484817505
========> pt_252:  3.4330232813954353
========> pt_253:  3.668108507990837
========> pt_254:  3.6014459654688835
========> pt_255:  3.3701784163713455
========> pt_256:  2.1373521722853184
========> pt_257:  2.7914177253842354
========> pt_258:  2.201797775924206
========> pt_259:  2.9327578470110893
========> pt_260:  3.5724183171987534
========> pt_261:  3.6640816926956177
========> pt_262:  3.2283470034599304
========> pt_263:  2.7205896377563477
========> pt_264:  3.7355658784508705
========> pt_265:  2.477973625063896
========> pt_266:  3.645273894071579
========> pt_267:  3.234107680618763
========> pt_268:  3.849981464445591
========> pt_269:  2.4267901480197906
========> pt_270:  4.954374805092812
========> pt_271:  3.703049384057522
========> pt_272:  3.5517697408795357
========> pt_273:  2.400624193251133
========> pt_274:  4.225232042372227
========> pt_275:  3.2308634370565414
========> pt_276:  2.1218403801321983
========> pt_277:  2.195402905344963
========> pt_278:  4.231608137488365
========> pt_279:  2.3105131834745407
========> pt_280:  2.6400872319936752
========> pt_281:  2.801516316831112
========> pt_282:  2.516056001186371
========> pt_283:  5.713525712490082
========> pt_284:  2.7379444241523743
========> pt_285:  2.5934435054659843
========> pt_286:  2.793000601232052
========> pt_287:  4.093290865421295
========> pt_288:  2.133636064827442
========> pt_289:  3.5540908575057983
========> pt_290:  3.7388380244374275
========> pt_291:  2.2584430873394012
========> pt_292:  2.891690954566002
========> pt_293:  2.9162732511758804
========> pt_294:  2.4587420746684074
========> pt_295:  2.9982589185237885
========> pt_296:  1.9069981016218662
========> pt_297:  4.549097046256065
========> pt_298:  3.1124335527420044
========> pt_299:  2.324042208492756
========> pt_300:  4.155940413475037
========> pt_301:  3.1916088983416557
========> pt_302:  4.976275339722633
========> pt_303:  3.1013834103941917
========> pt_304:  2.5497952476143837
========> pt_305:  3.228798136115074
========> pt_306:  2.2056258842349052
========> pt_307:  2.5944719836115837
========> pt_308:  3.5320555046200752
========> pt_309:  2.183043695986271
========> pt_310:  3.773050829768181
========> pt_311:  2.1683576330542564
========> pt_312:  2.2024259716272354
========> pt_313:  2.190150208771229
========> pt_314:  3.029043637216091
========> pt_315:  2.7836300805211067
========> pt_316:  3.9054444432258606
========> pt_317:  3.8305960595607758
========> pt_318:  5.552729517221451
========> pt_319:  2.118495088070631
========> pt_320:  2.1576367132365704
========> pt_321:  4.1620784252882
========> pt_322:  3.0398932471871376
========> pt_323:  7.388735115528107
========> pt_324:  2.613966390490532
========> pt_325:  3.1942666694521904
========> pt_326:  2.740980312228203
========> pt_327:  2.5526749342679977
========> pt_328:  2.27137990295887
========> pt_329:  7.571075111627579
========> pt_330:  6.8530429899692535
========> pt_331:  3.491441048681736
========> pt_332:  2.1644025295972824
========> pt_333:  2.123594582080841
========> pt_334:  1.8646818585693836
========> pt_335:  4.8753973841667175
========> pt_336:  3.4495897591114044
========> pt_337:  2.710079289972782
========> pt_338:  2.243288680911064
========> pt_339:  2.480568289756775
========> pt_340:  3.2010474801063538
===============================================> mean Dose score: 3.1954068433493377
        ==> Saving best_train_loss model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.036257054288,     best is           0.036257054288
            Average val evaluation index is   -3.195406843349,     best is           -3.126164164953
    Train use time   1536.38656
    Train loader use time     84.74100
    Val use time     44.21545
    Total use time   1583.66822
    End lr is 0.000013873931, 0.000013873931
    time: 04:46:30
Epoch: 138, iter: 68999
    Begin lr is 0.000013873931, 0.000013873931
========> pt_241:  2.6393064856529236
========> pt_242:  2.255069501698017
========> pt_243:  4.537048414349556
========> pt_244:  2.52091858536005
========> pt_245:  3.211761489510536
========> pt_246:  3.4667226299643517
========> pt_247:  2.3073137924075127
========> pt_248:  2.195778153836727
========> pt_249:  4.033022932708263
========> pt_250:  2.2220533713698387
========> pt_251:  3.6949973180890083
========> pt_252:  3.4872762858867645
========> pt_253:  3.68747279047966
========> pt_254:  3.661522753536701
========> pt_255:  3.3445942401885986
========> pt_256:  2.091420218348503
========> pt_257:  2.632664144039154
========> pt_258:  2.2165998816490173
========> pt_259:  2.6787863299250603
========> pt_260:  3.6019479483366013
========> pt_261:  3.7951333820819855
========> pt_262:  3.183503895998001
========> pt_263:  2.6675572991371155
========> pt_264:  3.821031004190445
========> pt_265:  2.477992922067642
========> pt_266:  3.8193153962492943
========> pt_267:  3.3016065135598183
========> pt_268:  3.924075961112976
========> pt_269:  2.489759661257267
========> pt_270:  4.978979006409645
========> pt_271:  3.4503353014588356
========> pt_272:  3.2012487947940826
========> pt_273:  2.442799098789692
========> pt_274:  4.135848321020603
========> pt_275:  3.302721567451954
========> pt_276:  2.105704825371504
========> pt_277:  2.245095819234848
========> pt_278:  4.3679279088974
========> pt_279:  2.235702872276306
========> pt_280:  2.642830014228821
========> pt_281:  2.8057201951742172
========> pt_282:  2.543487995862961
========> pt_283:  5.698344707489014
========> pt_284:  2.5631889328360558
========> pt_285:  2.512834705412388
========> pt_286:  2.8570789098739624
========> pt_287:  4.277127422392368
========> pt_288:  2.077340967953205
========> pt_289:  3.726187013089657
========> pt_290:  3.828248344361782
========> pt_291:  2.1749779395759106
========> pt_292:  2.849229723215103
========> pt_293:  3.0390509590506554
========> pt_294:  2.4717946723103523
========> pt_295:  3.095805011689663
========> pt_296:  1.883093025535345
========> pt_297:  4.567570015788078
========> pt_298:  3.103305548429489
========> pt_299:  2.3609592020511627
========> pt_300:  4.0385111048817635
========> pt_301:  3.215230256319046
========> pt_302:  5.194551050662994
========> pt_303:  3.080630786716938
========> pt_304:  2.591656967997551
========> pt_305:  3.276307098567486
========> pt_306:  2.1996907517313957
========> pt_307:  2.620447054505348
========> pt_308:  3.573131784796715
========> pt_309:  2.25775595754385
========> pt_310:  3.6617840453982353
========> pt_311:  2.17633668333292
========> pt_312:  2.2944466024637222
========> pt_313:  2.3422588407993317
========> pt_314:  3.0978721380233765
========> pt_315:  2.827269472181797
========> pt_316:  4.044969342648983
========> pt_317:  3.7071484327316284
========> pt_318:  5.67842498421669
========> pt_319:  2.1540323458611965
========> pt_320:  2.202483080327511
========> pt_321:  4.429790452122688
========> pt_322:  3.134562522172928
========> pt_323:  7.866595163941383
========> pt_324:  2.594628445804119
========> pt_325:  3.235482983291149
========> pt_326:  2.843494862318039
========> pt_327:  2.5918327271938324
========> pt_328:  2.4948785826563835
========> pt_329:  7.860865518450737
========> pt_330:  6.6323744505643845
========> pt_331:  3.5872016474604607
========> pt_332:  2.2029803693294525
========> pt_333:  2.132783606648445
========> pt_334:  1.7947989329695702
========> pt_335:  5.075312778353691
========> pt_336:  3.416035920381546
========> pt_337:  2.829686291515827
========> pt_338:  2.2678443789482117
========> pt_339:  2.477160021662712
========> pt_340:  3.2540279254317284
===============================================> mean Dose score: 3.2246806848794223
        ==> Saving best_train_loss model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.036081127442,     best is           0.036081127442
            Average val evaluation index is   -3.224680684879,     best is           -3.126164164953
    Train use time   1535.42937
    Train loader use time     84.66332
    Val use time     44.01411
    Total use time   1583.10480
    End lr is 0.000012667616, 0.000012667616
    time: 05:12:53
Epoch: 139, iter: 69499
    Begin lr is 0.000012667616, 0.000012667616
========> pt_241:  2.53062941133976
========> pt_242:  2.2691187635064125
========> pt_243:  4.469349831342697
========> pt_244:  2.46429231017828
========> pt_245:  3.238319903612137
========> pt_246:  3.387712612748146
========> pt_247:  2.2497346624732018
========> pt_248:  2.2676383703947067
========> pt_249:  3.9639511331915855
========> pt_250:  2.2929761186242104
========> pt_251:  3.684244193136692
========> pt_252:  3.471960462629795
========> pt_253:  3.594769984483719
========> pt_254:  3.660225160419941
========> pt_255:  3.3031129837036133
========> pt_256:  2.0958161540329456
========> pt_257:  2.565898336470127
========> pt_258:  2.230847589671612
========> pt_259:  2.7565548196434975
========> pt_260:  3.6594582349061966
========> pt_261:  3.5553451627492905
========> pt_262:  3.23576956987381
========> pt_263:  2.676919214427471
========> pt_264:  3.712422512471676
========> pt_265:  2.506801523268223
========> pt_266:  3.655761554837227
========> pt_267:  3.2449332997202873
========> pt_268:  3.8796276599168777
========> pt_269:  2.4604490771889687
========> pt_270:  4.8729341477155685
========> pt_271:  3.2073529064655304
========> pt_272:  3.2910221070051193
========> pt_273:  2.4823670834302902
========> pt_274:  4.0365394204854965
========> pt_275:  3.256697691977024
========> pt_276:  2.011061627417803
========> pt_277:  2.339278757572174
========> pt_278:  4.201640151441097
========> pt_279:  2.3807623609900475
========> pt_280:  2.6839999109506607
========> pt_281:  2.8687551617622375
========> pt_282:  2.5129828229546547
========> pt_283:  6.0883840918540955
========> pt_284:  2.496684417128563
========> pt_285:  2.5118153542280197
========> pt_286:  2.8381790593266487
========> pt_287:  4.202597439289093
========> pt_288:  2.0511212944984436
========> pt_289:  3.4572582319378853
========> pt_290:  3.801211677491665
========> pt_291:  2.1667774952948093
========> pt_292:  2.9572345316410065
========> pt_293:  2.9560162127017975
========> pt_294:  2.3534229397773743
========> pt_295:  3.0591991171240807
========> pt_296:  1.9055131450295448
========> pt_297:  4.5534732937812805
========> pt_298:  3.117665909230709
========> pt_299:  2.3713814094662666
========> pt_300:  4.053228199481964
========> pt_301:  3.172730952501297
========> pt_302:  5.064859017729759
========> pt_303:  3.0148981511592865
========> pt_304:  2.581021711230278
========> pt_305:  3.257817178964615
========> pt_306:  2.245967574417591
========> pt_307:  2.564373090863228
========> pt_308:  3.673429787158966
========> pt_309:  2.2758781909942627
========> pt_310:  3.664764128625393
========> pt_311:  2.2426894307136536
========> pt_312:  2.3293134197592735
========> pt_313:  2.3449617251753807
========> pt_314:  3.1195922195911407
========> pt_315:  2.82663032412529
========> pt_316:  3.8356581330299377
========> pt_317:  3.750489242374897
========> pt_318:  5.387343764305115
========> pt_319:  2.1845100075006485
========> pt_320:  2.1947212517261505
========> pt_321:  3.783121518790722
========> pt_322:  3.191242255270481
========> pt_323:  7.8575146198272705
========> pt_324:  2.56994366645813
========> pt_325:  3.256271071732044
========> pt_326:  2.7228286117315292
========> pt_327:  2.6501931250095367
========> pt_328:  2.4897630512714386
========> pt_329:  8.036468252539635
========> pt_330:  6.78381472826004
========> pt_331:  3.411581963300705
========> pt_332:  2.241007462143898
========> pt_333:  2.1561199426651
========> pt_334:  1.86470415443182
========> pt_335:  5.003724545240402
========> pt_336:  3.4837527573108673
========> pt_337:  2.746078372001648
========> pt_338:  2.246486246585846
========> pt_339:  2.446308806538582
========> pt_340:  3.2199371606111526
===============================================> mean Dose score: 3.200637101940811
        ==> Saving best_train_loss model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.036058625337,     best is           0.036058625337
            Average val evaluation index is   -3.200637101941,     best is           -3.126164164953
    Train use time   1536.27814
    Train loader use time     84.56939
    Val use time     44.19374
    Total use time   1583.56062
    End lr is 0.000011514264, 0.000011514264
    time: 05:39:16
Epoch: 140, iter: 69999
    Begin lr is 0.000011514264, 0.000011514264
========> pt_241:  2.733592949807644
========> pt_242:  2.3333120718598366
========> pt_243:  4.313732534646988
========> pt_244:  2.418275475502014
========> pt_245:  3.1171169877052307
========> pt_246:  3.4173087403178215
========> pt_247:  2.3795435205101967
========> pt_248:  2.160378582775593
========> pt_249:  3.5649175196886063
========> pt_250:  2.217640094459057
========> pt_251:  3.529259003698826
========> pt_252:  3.333301842212677
========> pt_253:  3.473150096833706
========> pt_254:  3.413553647696972
========> pt_255:  3.497188165783882
========> pt_256:  2.059026677161455
========> pt_257:  2.6064027473330498
========> pt_258:  2.1572529897093773
========> pt_259:  2.990313246846199
========> pt_260:  3.6110613495111465
========> pt_261:  3.4514375776052475
========> pt_262:  3.1491343677043915
========> pt_263:  2.614285834133625
========> pt_264:  3.55950940400362
========> pt_265:  2.4582786858081818
========> pt_266:  3.5159344226121902
========> pt_267:  3.264281675219536
========> pt_268:  3.7162764370441437
========> pt_269:  2.393885627388954
========> pt_270:  4.821567609906197
========> pt_271:  3.4280790761113167
========> pt_272:  3.4621265530586243
========> pt_273:  2.3699184879660606
========> pt_274:  4.269462861120701
========> pt_275:  3.179490379989147
========> pt_276:  2.0578993670642376
========> pt_277:  2.2029120475053787
========> pt_278:  3.944920375943184
========> pt_279:  2.3182499781250954
========> pt_280:  2.628185674548149
========> pt_281:  2.8023382648825645
========> pt_282:  2.487354055047035
========> pt_283:  6.156724169850349
========> pt_284:  2.8928258270025253
========> pt_285:  2.5135912001132965
========> pt_286:  2.7549531683325768
========> pt_287:  4.0430474653840065
========> pt_288:  2.0221544057130814
========> pt_289:  3.345961458981037
========> pt_290:  3.626925051212311
========> pt_291:  2.1590310521423817
========> pt_292:  2.79767282307148
========> pt_293:  2.815958298742771
========> pt_294:  2.4026519432663918
========> pt_295:  3.048911467194557
========> pt_296:  1.860718671232462
========> pt_297:  4.332905672490597
========> pt_298:  3.143777623772621
========> pt_299:  2.3144839331507683
========> pt_300:  4.0493737533688545
========> pt_301:  3.0690794438123703
========> pt_302:  4.786525294184685
========> pt_303:  3.035646341741085
========> pt_304:  2.4991288781166077
========> pt_305:  3.2184867560863495
========> pt_306:  2.2349508106708527
========> pt_307:  2.5975996628403664
========> pt_308:  3.323468193411827
========> pt_309:  2.2217250615358353
========> pt_310:  3.8164012879133224
========> pt_311:  2.2784337401390076
========> pt_312:  2.2113625705242157
========> pt_313:  2.2028815373778343
========> pt_314:  2.9905320331454277
========> pt_315:  2.7554434165358543
========> pt_316:  3.677245117723942
========> pt_317:  3.8525615260004997
========> pt_318:  5.471254959702492
========> pt_319:  2.1004737727344036
========> pt_320:  2.141218613833189
========> pt_321:  3.9859356358647346
========> pt_322:  2.9560501128435135
========> pt_323:  7.431461811065674
========> pt_324:  2.532702535390854
========> pt_325:  3.1513383984565735
========> pt_326:  2.6719867438077927
========> pt_327:  2.587502636015415
========> pt_328:  2.369656153023243
========> pt_329:  8.258004114031792
========> pt_330:  7.178759202361107
========> pt_331:  3.497054912149906
========> pt_332:  2.204729877412319
========> pt_333:  2.0709960348904133
========> pt_334:  1.8175450153648853
========> pt_335:  4.787206947803497
========> pt_336:  3.43450341373682
========> pt_337:  2.6078487187623978
========> pt_338:  2.160973008722067
========> pt_339:  2.3994942754507065
========> pt_340:  3.139932043850422
===============================================> mean Dose score: 3.154316256009042
        ==> Saving best_train_loss model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.035988044564,     best is           0.035988044564
            Average val evaluation index is   -3.154316256009,     best is           -3.126164164953
    Train use time   1536.73288
    Train loader use time     84.92361
    Val use time     43.92108
    Total use time   1584.30443
    End lr is 0.000010414321, 0.000010414321
    time: 06:05:41
Epoch: 141, iter: 70499
    Begin lr is 0.000010414321, 0.000010414321
========> pt_241:  2.6711807027459145
========> pt_242:  2.299642451107502
========> pt_243:  4.426544904708862
========> pt_244:  2.4242859706282616
========> pt_245:  3.160356618463993
========> pt_246:  3.384655863046646
========> pt_247:  2.346179783344269
========> pt_248:  2.1304122917354107
========> pt_249:  3.8288619369268417
========> pt_250:  2.223615385591984
========> pt_251:  3.653302490711212
========> pt_252:  3.439525328576565
========> pt_253:  3.473050482571125
========> pt_254:  3.5632162541151047
========> pt_255:  3.4692463651299477
========> pt_256:  2.0813235826790333
========> pt_257:  2.6106207072734833
========> pt_258:  2.1963706240057945
========> pt_259:  2.821362242102623
========> pt_260:  3.5445526614785194
========> pt_261:  3.542412780225277
========> pt_262:  3.212350830435753
========> pt_263:  2.6741858199238777
========> pt_264:  3.7146085500717163
========> pt_265:  2.4778766185045242
========> pt_266:  3.7000998109579086
========> pt_267:  3.2655636221170425
========> pt_268:  3.833817094564438
========> pt_269:  2.395525611937046
========> pt_270:  4.96310330927372
========> pt_271:  3.3856819942593575
========> pt_272:  3.328155539929867
========> pt_273:  2.3991675302386284
========> pt_274:  4.178282171487808
========> pt_275:  3.2621989026665688
========> pt_276:  2.0733987726271152
========> pt_277:  2.2355427592992783
========> pt_278:  4.204344339668751
========> pt_279:  2.26430781185627
========> pt_280:  2.590360939502716
========> pt_281:  2.818247079849243
========> pt_282:  2.4922998249530792
========> pt_283:  5.884808525443077
========> pt_284:  2.6413483172655106
========> pt_285:  2.52591285854578
========> pt_286:  2.797507755458355
========> pt_287:  4.070427566766739
========> pt_288:  2.0017257891595364
========> pt_289:  3.4592168778181076
========> pt_290:  3.7277070432901382
========> pt_291:  2.158313151448965
========> pt_292:  2.8540346771478653
========> pt_293:  2.907199487090111
========> pt_294:  2.4118558317422867
========> pt_295:  3.030836693942547
========> pt_296:  1.8777514062821865
========> pt_297:  4.461955949664116
========> pt_298:  3.078523240983486
========> pt_299:  2.3475172743201256
========> pt_300:  3.982096314430237
========> pt_301:  3.1556841358542442
========> pt_302:  4.957975521683693
========> pt_303:  3.0122390761971474
========> pt_304:  2.523714564740658
========> pt_305:  3.262436203658581
========> pt_306:  2.19069704413414
========> pt_307:  2.6228049397468567
========> pt_308:  3.480660282075405
========> pt_309:  2.23601084202528
========> pt_310:  3.6905861273407936
========> pt_311:  2.2138341516256332
========> pt_312:  2.2698233649134636
========> pt_313:  2.2232281416654587
========> pt_314:  3.0302290990948677
========> pt_315:  2.7822761610150337
========> pt_316:  3.8435161858797073
========> pt_317:  3.7072253599762917
========> pt_318:  5.523807480931282
========> pt_319:  2.150196023285389
========> pt_320:  2.1369117312133312
========> pt_321:  3.846398741006851
========> pt_322:  3.091175816953182
========> pt_323:  7.544628828763962
========> pt_324:  2.553018629550934
========> pt_325:  3.1525548920035362
========> pt_326:  2.739333026111126
========> pt_327:  2.6132307574152946
========> pt_328:  2.371361069381237
========> pt_329:  7.881840318441391
========> pt_330:  6.9458021223545074
========> pt_331:  3.516725078225136
========> pt_332:  2.200288698077202
========> pt_333:  2.1070230193436146
========> pt_334:  1.7968105152249336
========> pt_335:  4.896931275725365
========> pt_336:  3.4241701290011406
========> pt_337:  2.68299151211977
========> pt_338:  2.2193390130996704
========> pt_339:  2.4352234601974487
========> pt_340:  3.1766302511096
===============================================> mean Dose score: 3.171879107132554
        ==> Saving best_train_loss model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.035735387430,     best is           0.035735387430
            Average val evaluation index is   -3.171879107133,     best is           -3.126164164953
    Train use time   1535.52738
    Train loader use time     84.81657
    Val use time     44.52110
    Total use time   1583.13737
    End lr is 0.000009368209, 0.000009368209
    time: 06:32:04
Epoch: 142, iter: 70999
    Begin lr is 0.000009368209, 0.000009368209
========> pt_241:  2.6173918694257736
========> pt_242:  2.299865670502186
========> pt_243:  4.458841308951378
========> pt_244:  2.4207640066742897
========> pt_245:  3.180971033871174
========> pt_246:  3.3879415690898895
========> pt_247:  2.38094724714756
========> pt_248:  2.220388874411583
========> pt_249:  3.784150257706642
========> pt_250:  2.2160564363002777
========> pt_251:  3.61659437417984
========> pt_252:  3.412518911063671
========> pt_253:  3.4973910450935364
========> pt_254:  3.578661158680916
========> pt_255:  3.209804929792881
========> pt_256:  2.0804350078105927
========> pt_257:  2.601790502667427
========> pt_258:  2.1652740240097046
========> pt_259:  2.644829861819744
========> pt_260:  3.644503578543663
========> pt_261:  3.523048236966133
========> pt_262:  3.2146677747368813
========> pt_263:  2.638830840587616
========> pt_264:  3.698395937681198
========> pt_265:  2.474787011742592
========> pt_266:  3.752788193523884
========> pt_267:  3.2681629806756973
========> pt_268:  3.832332268357277
========> pt_269:  2.4366968125104904
========> pt_270:  4.864502400159836
========> pt_271:  3.3655481785535812
========> pt_272:  3.2274655997753143
========> pt_273:  2.4073755368590355
========> pt_274:  4.149122051894665
========> pt_275:  3.2588407024741173
========> pt_276:  2.04942524433136
========> pt_277:  2.214464694261551
========> pt_278:  4.099541008472443
========> pt_279:  2.3054203391075134
========> pt_280:  2.6500356197357178
========> pt_281:  2.8323951736092567
========> pt_282:  2.512372098863125
========> pt_283:  5.996076613664627
========> pt_284:  2.6418469101190567
========> pt_285:  2.489871270954609
========> pt_286:  2.778915613889694
========> pt_287:  4.061836488544941
========> pt_288:  2.058312688022852
========> pt_289:  3.41150164604187
========> pt_290:  3.72978825122118
========> pt_291:  2.155820317566395
========> pt_292:  2.8335099667310715
